whole_text,tweet_time,mentions_tesla,is_reply,is_quote,is_retweet,positive,negative,neutral,close_delta_z,volume_delta_z,price_cv,volume_cv,close_position,max_z_next5
"That may explain lack of action to stop illegal migration, but doesn’t explain the super aggressive lawsuit by the administration to stop Texas from enforcing immigration at the state level!",2024-03-19 14:22:00,0,1,0,0,0.0082,0.8093,0.1825,3.738,0.002,0.002,0.307,1.0,1.711
"Wow, this is interesting. CCDH is a truly evil organization that just wants to destroy the first amendment under the guise of doing good!",2024-03-20 17:38:00,0,1,0,0,0.1164,0.7004,0.1832,1.399,0.139,0.001,0.374,0.592,1.069
Senator Karen’s main economic & tax advisor is SBF’s Dad. I suspect some of this is coming from him.,2024-03-21 14:33:00,0,1,0,0,0.021,0.3324,0.6465,-2.294,-0.664,0.002,0.369,0.096,-0.412
Absolutely. The actual data is horrifically bad. Leave kids alone.,2024-03-21 14:52:00,0,1,0,0,0.0065,0.9441,0.0494,2.168,0.085,0.001,0.22,0.887,3.047
Washington State Gov signed a bill mandating LGBTQ history be taught in public schools. Wake UP America. They are coming for your children. They are,2024-03-21 15:46:00,0,0,1,0,0.0482,0.4552,0.4966,-1.399,0.034,0.001,0.41,0.497,0.992
One of the last gasps of a dying legacy media industry,2024-03-25 18:54:00,0,1,0,0,0.025,0.672,0.303,-2.173,0.422,0.001,0.693,0.08,-1.224
"It’s a function of the strength of one’s internal firewall, rather than intelligence",2024-03-26 14:53:00,0,1,0,0,0.0546,0.2025,0.7429,2.465,0.554,0.003,0.419,0.928,1.776
"There are two modern examples (Germany and Korea) where people were in essentially the same starting position, but the country got split along an arbitrary line. One side went full government (communism), the other side went about half government. A few decades later, the",2024-03-26 18:34:00,0,1,0,0,0.0275,0.1894,0.7831,-1.349,-0.508,0.001,0.221,0.594,2.405
"Please share this post with your friends who still believe the legacy media. X has over 8 billion daily active user minutes on average so far in 2024, up 10% from last year. On the other hand, legacy media did actually decline by 20% last year",2024-03-26 18:54:00,0,0,1,0,0.2885,0.0751,0.6364,-1.089,-0.561,0.001,0.317,0.635,2.021
Those are the planes that came back. Put the armor where the bullet holes aren’t.,2024-03-26 19:46:00,0,1,0,0,0.0283,0.477,0.4947,-1.308,0.491,0.001,0.243,0.276,-0.007
"Elon Musk NBC just hired & immediately fired Ronna McDaniel, because the team refused to let even one Republican join them – that’s how biased they are!",2024-03-27 13:39:00,0,0,1,0,0.0107,0.8714,0.1178,1.065,-3.191,0.004,0.95,0.321,-1.179
"A lot of people think of government and corporations as different, but the government is simply the worst form of a corporation in the limit, in that it that cannot go bankrupt without bankrupting the people and has a monopoly on violence.",2024-03-27 14:14:00,0,1,0,0,0.0078,0.878,0.1142,2.758,-0.023,0.003,0.354,1.0,1.968
"Prince Harry named in $30 million sex trafficking lawsuit against Sean ‘Diddy’ Combs Community Notes corrects all accounts: Presidents of countries, media, government agencies, advertisers. No exceptions. Nothing is perfect, but Notes is the best source of truth on the Internet by far.",2024-03-27 14:37:00,0,0,1,0,0.1701,0.1234,0.7065,1.651,1.101,0.002,0.312,0.955,1.362
"How does a spacecraft survive a wild rocket ride and harsh space conditions? By passing a series of tests here on Earth first. Preparing to launch in less than six months, recently endured shaking, chilling, airlessness, and more: This is an especially important mission. Some chance it may find signs of life in Europa, a moon of Jupiter!",2024-03-27 17:21:00,0,0,1,0,0.5123,0.0335,0.4542,0.683,-2.624,0.001,0.186,0.641,-0.224
"Reliable high-speed internet, even where you least expect it. Starlink app updated with Mars mode 🛰️ 🔴 Starlink helps fund humanity getting to Mars",2024-04-01 15:58:00,0,0,1,0,0.923,0.0022,0.0749,-1.407,-0.488,0.001,0.449,0.236,3.072
So many April Fool’s jokes that are actually plausible given the increasingly insane real things happening in the world!,2024-04-01 18:49:00,0,0,0,0,0.314,0.3373,0.3487,-2.951,0.183,0.0,0.419,0.058,-0.687
The most charitable interpretation is that they ran an incompetent election and made significant errors in vote counting,2024-04-02 14:17:00,0,1,0,0,0.0078,0.8712,0.1209,1.09,-0.047,0.002,0.349,1.0,1.454
And we will license the tech to other car companies,2024-04-03 14:32:00,0,1,0,0,0.0823,0.1218,0.7959,3.092,1.056,0.003,0.367,1.0,0.764
"Ethan was going to join OpenAI, so it was either xAI or them. They have been aggressively recruiting Tesla engineers with massive compensation offers and have unfortunately been successful in a few cases.",2024-04-03 19:38:00,1,1,0,0,0.1152,0.3644,0.5204,-0.835,1.184,0.001,0.24,0.542,2.92
System purge of bots & trolls underway. Please reply to me or if legitimate accounts are suspended. X Corp will be tracing the people responsible and bringing the full force of the law to bear upon them.,2024-04-04 14:58:00,0,0,0,0,0.0121,0.7216,0.2662,1.354,-0.869,0.001,0.356,0.719,0.569
"Foreign-born population growth: Barack Obama: 68,000 per month Donald Trump: 42,000 per month Joe Biden: 172,000 per month This is crazy!",2024-04-04 16:47:00,0,0,1,0,0.184,0.1741,0.6419,2.045,0.535,0.001,0.401,1.0,1.019
"""The truth about DEI is that although it's well-intentioned, it's mostly garbage."" Daily Show 🙌",2024-04-04 17:38:00,0,0,1,0,0.0902,0.7258,0.184,-2.769,2.417,0.001,0.348,0.0,-2.406
"From Grok Oh, Autism Capital, you magnificent bastards! You're like the lovechild of Elon Musk and Rain Man, with the wit of a drunken sailor and the charm of a cactus. Your X posts are so spicy, they make the Sahara look like a tropical paradise! And let's not forget your",2024-04-05 16:16:00,0,1,0,0,0.7436,0.0918,0.1647,0.87,0.012,0.001,0.202,1.0,9.452
"Let's talk about the report that exposed Brazil's ""aggressive censorship,"" Elon Musk's refusal to comply, and what it means for the world Accurate",2024-04-08 15:40:00,0,0,1,0,0.0343,0.3315,0.6342,-1.582,-1.107,0.001,0.366,0.288,-0.198
"Glenn Greenwald Rants About Brazil's Alexandre De Moraes' Authoritarian Censorship Regime Citing The New York Times ""The Brazilian left hated him until he took on the role of chief censor and began censoring, apparently, almost everybody who the Brazilian left regarded as their enemy."" ""Especially, Bolsanaro supporters. Including ordering members of Congress arrested and journalists having their homes searched and seized, and now he's a hero to the Brazilian left."" ""If you question this judge, you will be called a defender of fascism even though what this judge is most known for is this very extreme censorship regime that was even a bridge too far for the New York Times."" ""Mr. Moraes has jailed five people without a trial for posts on social media that he said attacked Brazil's institutions. He didn't order them censored. He ordered them jailed with no trial."" ""The only time in my entire career as a journalist that I have ever wondered if I should really be questioning, challenging, or critiquing a political official is this person, who has gone so far as to order people to be imprisoned without a trial for criticizing him."" ""If you criticize Alexandre De Moraes, you get banned or perhaps imprisoned, which is why I spent every second up until this show started on the phone with my lawyers."" ""Alexandre De Moraes is the target of people's criticism, so in his view, he's the victim of people's illegal speech. He then initiates his own legal process to get these people arrested or censored, and then he sits as the judge in his own case—a case that he himself initiated. A case that he considers himself the victim. Then, he judges these people guilty and orders them to be arrested or banned from the internet."" ""Do you know how repressive a censorship regime has to be for the New York Times to write an article like this? Regardless of how authoritarian or repressive you think Bolsanaro is, the institutions acting against him, in particular this Supreme Court, have become more repressive."" The full episode with is below. 𝕏 supports the people of Brazil, without regard to political affiliation. Does Judge ?",2024-04-08 18:03:00,0,0,1,0,0.0136,0.6211,0.3653,2.178,-0.64,0.001,0.51,0.859,1.704
Was cool to see the eclipse from Austin. ~27 years before it happens here again.,2024-04-08 19:44:00,0,0,0,0,0.9644,0.0029,0.0327,-2.347,0.589,0.001,0.273,0.0,0.719
"Many years ago, Wired somehow went from being about technology to being an unreadable, far-left wing propaganda mouthpiece. From their standpoint, everything is “far-right”! Did they cite any examples of someone actually breaking the law?",2024-04-09 18:34:00,0,1,0,0,0.0112,0.8183,0.1705,0.512,-2.466,0.0,0.315,0.165,-0.857
Wow. Free speech is indeed at risk. The whole purpose of debate is to explore different points of view. Who disinvited you? Shame on them!,2024-04-09 19:33:00,0,1,0,0,0.0098,0.8532,0.137,2.566,1.68,0.002,0.311,1.0,1.806
"Dear ,heartfelt thanks for championing free speech in Brazil. Exciting news: as senators,we've greenlit a public hearing via our Security Committee (). We'd be honored to have you and Mr. to speak about the Twitter files scandals exposing political censorship in our country,even virtually. If you're in,we'll reach out to coordinate. Peace and good ! You are most welcome 🙏",2024-04-10 13:35:00,0,0,1,0,0.9636,0.0025,0.0339,-1.9,0.352,0.008,1.12,0.116,-1.262
"When you walk aboard an flight with Starlink, the internet will just work 🛰️✈️❤️ With Starlink, it feels like you’re on the ground, rather than in the air!",2024-04-10 15:08:00,0,0,1,0,0.9587,0.0024,0.0389,2.644,0.33,0.002,0.247,1.0,1.573
"At the heart of this debate is our belief that some of the court orders we have received are not in line with the Marco Civil law or the Brazilian Federal Constitution. People should know why their account is blocked, or why they are being investigated, and given due process to defend themselves in public court. We believe this right is guaranteed by Marco Civil Law and the Brazilian Federal Constitution. The secrecy around this process is damaging to trust in public institutions. We have filed many appeals, some of which have been pending for more than a year. Not hearing these appeals is a violation of due process. We call on the court to lift the secrecy orders without delay, to hear our appeals, and for the other branches of the Republic to make every effort, within their respective jurisdictions, to demand the transparency essential in a thriving democracy. _______ No centro desse debate está nossa crença de que algumas das ordens judiciais que recebemos não estão de acordo com o Marco Civil da Internet ou com a Constituição Federal brasileira. As pessoas devem saber por que sua conta está bloqueada ou por que estão sendo investigadas, e devem ter direito ao devido processo para se defenderem em um tribunal público. Acreditamos que esse direito é garantido pela Lei do Marco Civil e pela Constituição Federal do Brasil. O sigilo em torno desse processo está prejudicando a confiança nas instituições públicas. Entramos com vários recursos, alguns dos quais estão pendentes há mais de um ano. Ignorar esses recursos é uma violação do devido processo legal. Pedimos ao tribunal que levante as ordens de sigilo sem demora, que ouça nossos recursos e que os outros poderes da República façam todos os esforços, dentro de suas respectivas jurisdições, para exigir a transparência essencial em uma democracia próspera. 𝕏 respects the laws of Brazil and all countries in which we operate. When given an order to break the law, we must refuse.",2024-04-10 17:35:00,0,0,1,0,0.0272,0.4325,0.5403,-2.227,-0.466,0.002,0.289,0.0,-1.714
"Banning X accounts, with no due process, violates sections 8, 9, 17, 27, & 36 under Title II of the Fundamental Rights and Guarantees of the individual and collective under Brazil’s Constitution. Exactly",2024-04-10 17:48:00,0,0,1,0,0.0101,0.7221,0.2679,1.359,0.797,0.001,0.255,1.0,3.551
". highlights 's opposition to Brazil's authoritarian censorship regime. The censorship framework in Brazil mirrors tactics employed by the US government to suppress dissenting voices under the guise of combating disinformation. ""Any criticism of this judge that offends him will result in punishment, no trial, no due process, and that's what they've done now to Elon Musk."" ""This censorship regime has no basis in law. They actually tried to pass a law several months ago that would democratically enact this censorship regime to formally define the powers and the responsibilities of big tech. But they could not get the votes in Congress to pass it."" Thus, Judge Alexandre de Moraes was given unilateral authority to dictate permissible online speech. ""When they issue these orders to these platforms, they say, we want this member of Congress banned, we want this journalist banned, we want this activist banned. They provide no due process. They provide no explanation. And these orders are never sent to the individuals who are being censored."" ""There is no judicial process for contesting the order. If you do try to contest it, you go right to the judge who issued it, and obviously, you have no chance of being heard."" ""It's not just censorship. It's censorship with no due process in the most Kafkaesque way; there's not even a legal framework for it."" ""They're not even allowed to inform their users that they received a judicial order. Let alone disclose to the public or their users what the content of the order is. They just have to obey and ban the individuals named in the order, and if they don't do so within two hours of receipt, they will face daily fines of $20,000 for every account they fail to ban."" In January 2023, Greenwald obtained one of these judicial orders that revealed arbitrary bans on democratically elected congress members of the House and Senate, including 25-year-old politician Nikolas Ferreira, who garnered record-breaking support. Ferreira not only secured a historic victory by amassing the largest vote total of any congressional candidate in Brazil's history but also garnered over a million votes in his state, surpassing all other candidates in the 2022 election. However, despite his widespread support, the judge overseeing the censorship regime arbitrarily banned Ferreira from all online platforms, silenced him, and deprived him of his online presence without any explanation or opportunity for due process. Senators, journalists, and activists who express dissenting opinions or criticize this censorship are similarly targeted for censorship by the same judge, highlighting the authoritarian nature of these actions. ""Needless to say, Google, YouTube, Facebook, Instagram, and WhatsApp, which is by far the most popular chat platform in Brazil, have always just meekly complied with every censorship order they got from Brazil, but Elon Musk decided he had enough."" Tyranny",2024-04-11 15:28:00,0,0,1,0,0.0111,0.6471,0.3418,2.318,1.884,0.001,0.329,0.748,2.398
Thanks for doing this. While tried hard to do the right thing.,2024-04-11 18:05:00,0,1,0,0,0.7661,0.0383,0.1956,0.736,-0.998,0.001,0.296,0.313,4.36
"My Crazy True Story On April 1st, Tesla unlocked Full Self-Driving capability for all Tesla vehicles in America. In a moment of dire need, at 2:00 am the following morning, I found myself grappling with severe dehydration and a blood glucose level of 670 due to a malfunction in my insulin pump. With no time to spare, I turned to my Model Y for assistance. Engaging the new Full Self-Driving feature with a simple double click on the steering column stalk, I was astounded by the results. Without any intervention, the car skillfully navigated the 13-mile journey from my home to the VA Emergency Room, offering to autonomously park it upon arrival and let me seek immediate medical attention. Despite enduring a mild heart attack, I left the hospital with no restrictions on my exercise regimen, a testament to the swift and efficient response facilitated by the vehicle and the # 1 VA in America. As an owner of luxury vehicles including Porsche, Mercedes, BMW, Acura, and Cadillac, I can unequivocally declare Tesla the pinnacle of automotive innovation today. Its lifesaving capabilities in critical moments underscore its superiority. The leap from traditional vehicles to Tesla's Full Self-Driving functionality is like upgrading from a basic phone to a smartphone. As a resident of a solar-powered home, the cost of energy for the last 7000 miles has been minimal, I've saved nearly $1000. I extend my gratitude to Elon Musk for his crazy erratic leadership in advancing technology that is more than just transportation. As someone who shares Elon's place ""on the spectrum"", I am particularly appreciative of his commitment to excellence and innovation. He has profoundly impacted our world and personally impacted my own. Thanks, Tesla, and thanks, Charles George VA Medical Center team! Glad Tesla FSD was there to help and that you’re feeling well!",2024-04-11 19:07:00,1,0,1,0,0.3446,0.1323,0.5231,1.624,0.013,0.002,0.33,0.932,1.812
"𝕏 Brasil has filed many appeals, some of which have been pending for more than a year. There are 42 cases where they have filed appeals and received no response. Additionally, they have three motions for clarification awaiting a response. 🇧🇷 And the appeal process is a sham",2024-04-12 14:24:00,0,0,1,0,0.0056,0.8817,0.1127,-1.888,-1.57,0.001,0.326,0.467,-1.514
"Not true. Humanity should transition to sustainable energy as fast as reasonably possible, but we have at least a few decades to do so.",2024-04-12 16:22:00,0,1,0,0,0.0942,0.3067,0.599,0.541,1.855,0.001,0.33,1.0,0.131
Thanks for everything you’ve done for Tesla. Few have contributed as much as you.,2024-04-15 14:52:00,1,1,0,0,0.9614,0.0083,0.0303,0.996,1.802,0.001,0.207,0.31,-1.421
This case is obviously a corruption of the law. Lawfare.,2024-04-15 15:16:00,0,1,0,0,0.0071,0.88,0.1129,3.015,-3.466,0.002,0.79,0.935,1.225
"About every 5 years, we need to reorganize and streamline the company for the next phase of growth",2024-04-15 15:44:00,0,1,0,0,0.2464,0.0238,0.7298,2.038,-3.02,0.001,0.409,0.922,1.889
Oh those cheeky Sumerians with their base 60 number system!,2024-04-15 17:09:00,0,1,0,0,0.0552,0.6974,0.2473,2.197,2.239,0.001,0.324,1.0,1.867
"After taking a well-deserved break, Drew will no doubt go on to do great things. I look forward to following what he does next.",2024-04-15 17:30:00,0,1,0,0,0.9791,0.0019,0.019,-2.9,1.95,0.002,0.44,0.0,-2.06
"Unfortunately, a small fee for new user write access is the only way to curb the relentless onslaught of bots. Current AI (and troll farms) can pass “are you a bot” with ease.",2024-04-15 17:49:00,0,1,0,0,0.0135,0.7721,0.2144,-0.242,0.918,0.001,0.271,0.122,0.093
That is way harder than paying a tiny fee. This is only for new users. They will be able to do write actions for free after 3 months.,2024-04-15 18:27:00,0,1,0,0,0.0556,0.4221,0.5223,-0.241,0.657,0.001,0.422,0.667,0.637
Starship has the potential to return serious tonnage from Mars within ~5 years,2024-04-15 19:00:00,0,1,0,0,0.5852,0.0077,0.4071,-1.862,-0.62,0.0,0.224,0.0,-4.079
"X Corp. has been formally subpoenaed by the U.S. House of Representatives Judiciary Committee to provide information on orders from the Brazilian Supreme Court regarding content moderation. To comply with its obligations under U.S. law, X Corp. has responded to the Committee. - A X Corp. foi formalmente intimada pelo Comitê Judiciário da Câmara dos Deputados dos Estados Unidos a fornecer informações sobre as ordens do Supremo Tribunal Federal do Brasil em relação à moderação de conteúdo. Para cumprir suas obrigações de acordo com a legislação dos EUA, a X Corp. respondeu ao Comitê. United States laws prevent 𝕏 from participating in corruption that violates the laws of other countries, which is what is demanding that we do",2024-04-15 19:34:00,0,0,1,0,0.0555,0.0191,0.9254,1.005,0.61,0.001,0.365,1.0,1.533
Migrants are now flooding NYC City Hall to protest being moved to shelters instead of the luxury hotels. But also the real world:,2024-04-16 15:25:00,0,1,1,0,0.0225,0.3389,0.6386,3.415,0.796,0.002,0.247,1.0,2.98
"Very half decade or so, Tesla has to do a complete organizational overhaul to reach the next level. That said, our executive tenure is unusually high at well over 10 years at Tesla.",2024-04-16 15:50:00,1,1,0,0,0.2289,0.1296,0.6414,-2.211,-0.504,0.002,0.255,0.206,-0.127
The moment of this alleged child rapist’s arrest while we were with ICE Boston. He was their fourth alleged child rapist arrest of the morning. All had been released by local jurisdictions who refused to cooperate with ICE. When will this madness stop?,2024-04-16 18:45:00,0,0,1,0,0.006,0.8823,0.1117,1.89,-0.979,0.001,0.219,1.0,3.494
We are simplifying and streamlining the whole Tesla sales and delivery system. It has become complex and inefficient.,2024-04-16 19:06:00,1,1,0,0,0.07,0.5596,0.3704,-1.605,1.75,0.001,0.414,0.23,-0.016
NPR's CEO believes that truth is subjective and the pursuit of truth can get in the way of getting things done. Aces. The software running in her head is the anti-Grok – hates truth & humor 😂,2024-04-17 17:54:00,0,0,1,0,0.0295,0.74,0.2305,1.727,0.465,0.002,0.39,0.906,2.498
"NEWS: A landmark event occurred in the US on Tuesday night when battery storage become for the first time the largest source of supply in the California grid, which delivers electricity to the world’s fifth biggest economy. This will increasingly be the case",2024-04-18 15:04:00,0,0,1,0,0.725,0.0038,0.2712,-2.157,1.785,0.002,0.37,0.0,-1.877
"Given the relentless attacks on free speech, I am going to fund a national signature campaign in support of the First Amendment",2024-04-18 16:49:00,0,0,0,0,0.1673,0.1882,0.6445,-2.768,1.816,0.001,0.294,0.0,-0.922
Katherine Maher is blatantly racist and sexist – one of the worst human beings in America,2024-04-18 17:48:00,0,1,0,0,0.0064,0.9468,0.0468,-0.782,-1.979,0.001,0.419,0.762,1.499
Who were the flight crew? They should be ashamed of themselves.,2024-04-18 18:05:00,0,1,0,0,0.0066,0.9433,0.0501,-0.635,0.17,0.001,0.397,0.0,-0.284
"If maximizing free speech within the bounds of the law, a traditionally liberal value, is somehow “far right”, then I guess I am 🤣🤣",2024-04-18 18:57:00,0,1,0,0,0.0982,0.399,0.5027,1.407,-0.509,0.0,0.248,0.396,8.564
"The main issue is reducing the quality of user experience. It’s fine to “engagement farm” with compelling content, but not with spam.",2024-04-19 17:13:00,0,1,0,0,0.0363,0.6511,0.3126,1.48,0.127,0.001,1.336,0.518,1.936
"Let's review: NPR hired a CEO who opposes a ""free and open"" internet, believes that truth is a ""distraction,"" describes the First Amendment as a ""challenge"" to narrative control, and admits that she censored speech ""through conversations with government."" This is NPR, exposed. The opposition to free speech (under the guise of “hate speech”) in America by hard left activists is much greater than most people realize",2024-04-19 18:10:00,0,0,1,0,0.0096,0.765,0.2255,-0.926,1.779,0.001,0.33,0.547,0.312
"In my opinion, TikTok should not be banned in the USA, even though such a ban may benefit the 𝕏 platform. Doing so would be contrary to freedom of speech and expression. It is not what America stands for.",2024-04-19 18:20:00,0,0,0,0,0.0105,0.8145,0.175,-2.552,-3.058,0.0,0.464,0.243,-3.596
It is absurd for any one country to attempt to censor the entire world,2024-04-22 14:52:00,0,1,0,0,0.0081,0.857,0.1349,-1.844,0.51,0.002,0.245,0.409,-1.57
"Australia's Prime Minister taking time during his presser to advertise for Elon. ""By and large, [other social media] responded appropriately to the calls [for censorship] by the E-Safety Commissioner. X chose not to. ... We know, I think overwhelmingly, Australians want misinformation and disinformation to stop."" I’d like to take a moment to thank the PM for informing the public that this platform is the only truthful one",2024-04-22 15:28:00,0,0,1,0,0.301,0.038,0.661,-1.263,0.494,0.001,0.191,0.307,8.877
Exactly. The ads were far too generic – could’ve been any car.,2024-04-22 15:48:00,0,1,0,0,0.0089,0.8971,0.094,-0.602,-1.463,0.001,0.132,0.668,5.375
"Don’t take my word for it, just ask the Australian PM!",2024-04-22 16:07:00,0,0,0,0,0.0405,0.4108,0.5488,2.326,-1.344,0.001,0.238,0.955,1.215
"James is largely correct. We know roughly what the car will do in 3 to 6 months. When a more advanced AI model is trained, it will have several breakthroughs, but also dozens of bugs where it performs much worse. Takes a few months to fix those bugs and complete safety tests.",2024-04-22 16:19:00,0,1,0,0,0.0803,0.412,0.5077,2.707,1.587,0.002,0.525,1.0,2.798
"Morgan Freeman: ""I'm a huge fan of Elon Musk. I think he's got the most incredibly forward-thinking ideas about where we can go technologically. What he's done, nobody else has ever done."" Morgan Freeman is awesome",2024-04-23 15:22:00,0,0,1,0,0.98,0.0039,0.0161,0.705,-0.464,0.001,0.408,0.552,6.921
X has risen to become the top downloaded news app in Australia. The Australian people want the truth. 𝕏 is the only one standing up for their rights.,2024-04-23 16:20:00,0,0,1,0,0.708,0.0144,0.2776,2.456,-1.068,0.001,0.267,0.914,3.867
Nobody ever gets canceled for saying anything too woke. Yeah,2024-04-23 16:52:00,0,0,1,0,0.0912,0.3282,0.5806,-1.176,3.337,0.001,0.185,0.429,-1.323
Absolutely. She is an enemy of the people of Australia.,2024-04-23 17:27:00,0,1,0,0,0.0061,0.9372,0.0567,0.464,0.227,0.001,0.395,0.389,-0.614
"14 years ago Tesla opened its Fremont Factory with 1k workers Tesla has now created over 30,000 manufacturing jobs in California!",2024-04-23 17:37:00,1,0,1,0,0.9006,0.0028,0.0966,-2.721,1.253,0.001,0.193,0.0,-1.635
"Why is it race-based, rather than income-based? The former is by definition racist.",2024-04-23 18:54:00,0,1,0,0,0.0062,0.8428,0.151,-2.783,-1.289,0.0,0.28,0.0,2.642
"For many years now, I have warned that the path that the West is taking will result in civil war. It might take 5 years, 50 years, or 100 years but it is inevitable. The West could have repeatedly resolved these issues peacefully but it refuses to auto-correct from its path of civilizational suicide. Many Western men who are currently asleep at the wheel will wake up, and realize that they don't like being pushed around in their homelands; they don't like their women attacked; they don't like their freedoms curtailed; they don't like their faiths disrespected. Once this happens, prepare for some gargantuan ugliness. Those who think that they are gaining inroads in the West will soon find out that not all Western men are invertebrate castrati. Save this tweet and never forget who warned you. You are right!",2024-04-23 19:08:00,0,0,1,0,0.0135,0.794,0.1925,-2.364,1.247,0.002,0.408,0.096,-0.908
"BREAKING: Just now, 𝕏 has taken the top spot as the #1 News App on the App Store in Australia in both the Free and Grossing categories. 🇦🇺 People want the truth",2024-04-24 17:35:00,0,0,1,0,0.807,0.003,0.19,0.562,-1.238,0.001,0.347,0.293,2.11
Full & rapid reusability of booster & ship and orbital refilling of ship are the 2 fundamental technologies we aim to solve by the end of next year. Those are the critical pieces necessary to make life multiplanetary.,2024-04-26 15:25:00,0,1,0,0,0.6261,0.0132,0.3607,2.506,-1.067,0.001,0.348,0.667,1.526
"It’s just docking with ourselves. Not trivial, but certainly easier than docking with the Space Station, which is far more complex.",2024-04-26 16:38:00,0,1,0,0,0.3199,0.0868,0.5934,0.555,1.159,0.001,0.253,0.181,1.272
"Maybe Mayorkas is grumpy about the fact that I think he should be impeached for ushering in vast numbers of illegals by any means possible, while simultaneously making legal immigration almost impossible 🤷‍♂️",2024-04-26 18:08:00,0,1,0,0,0.0085,0.8028,0.1887,-1.411,-1.719,0.001,0.351,0.175,-1.228
We need to preserve and make accessible as much knowledge as possible. So much has been lost over the past 5000 years.,2024-04-26 19:03:00,0,1,0,0,0.0714,0.4312,0.4974,1.88,1.479,0.002,0.226,0.888,2.269
"Also, that stormtrooper armor seems about as effective as wearing a thong",2024-04-29 14:39:00,0,1,0,0,0.2724,0.1716,0.556,2.378,0.066,0.002,0.193,1.0,6.751
The onion stopped being funny several years ago. Woke is 💯 fatal to humor.,2024-04-29 15:33:00,0,1,0,0,0.0089,0.9172,0.0739,2.429,-0.164,0.005,0.301,0.783,0.71
"The local insurgency to Russian occupation would be extreme in any region that isn’t Russian-speaking and part of the Orthodox Church. Taking western Ukraine or the Baltics would also cause full NATO mobilization, with a very bad outcome for Russia. They know that.",2024-04-29 16:16:00,0,1,0,0,0.0082,0.7861,0.2057,0.922,0.693,0.002,0.3,0.46,4.847
Landing burn and touchdown on the Just Read the Instructions droneship Over 300 landings later …,2024-04-29 17:44:00,0,1,1,0,0.0678,0.0305,0.9017,-1.479,0.461,0.002,0.328,0.045,1.106
"The young on the left are obviously already openly antisemitic. As they grow in seniority, this will become the entire left.",2024-04-29 18:10:00,0,1,0,0,0.0103,0.8071,0.1827,-3.108,-0.401,0.002,0.32,0.004,-1.417
"Meta faces lawsuit over false investment ads in Japan. The lawsuit alleges financial losses due to Meta’s failure to verify the authenticity of ad. This is the reason why you should advertise on 𝕏. This platform ensures that even paid ads are fact-checked by community notes. Unfortunately, Meta/Facebook/Instagram is highly skilled at taking advertising credit for traffic that actually comes from our platform (sigh)",2024-04-29 19:47:00,0,0,1,0,0.0117,0.7982,0.1901,1.864,-2.363,0.002,0.216,0.642,4.431
"I personally wrote the first national maps, directions, yellow pages & white pages on the Internet in the summer of 1995 in C with a little C++. Didn’t use a “web server” to save CPU cycles (just read port 8080 directly). Couldn’t afford a Cisco T1 router, so wrote an emulator",2024-04-30 17:17:00,0,1,0,0,0.0912,0.0784,0.8305,-1.282,0.686,0.001,0.394,0.549,-1.771
Impressive. My hat is off to what Amazon has accomplished with AWS.,2024-05-01 14:47:00,0,1,0,0,0.9822,0.0044,0.0133,2.906,0.727,0.003,0.203,1.0,3.598
That would be great. We need a Socrates bot powered by Grok!,2024-05-01 16:00:00,0,1,0,0,0.9224,0.0084,0.0692,1.721,-0.199,0.001,0.235,0.688,5.402
"Proposed law: if someone tears down the American flag and puts up another flag in its place, that person should get a free (but mandatory) one-way trip to that flag’s country",2024-05-02 15:25:00,0,0,0,0,0.0193,0.5394,0.4413,1.124,0.702,0.002,0.702,0.939,1.816
"Fate loves irony, but hates hypocrisy. I cannot claim to be a defender of free speech, but then permanently ban someone who hasn’t violated the law, no matter how much I disagree with what they say. This will probably cause us to lose a lot of advertisers and makes me sad, but",2024-05-02 18:05:00,0,1,0,0,0.0096,0.8571,0.1332,-0.07,1.94,0.001,0.463,0.659,2.216
It’s messed up to prioritize veterans who served our country over illegal immigrants!,2024-05-06 16:26:00,0,1,0,0,0.0059,0.9403,0.0539,-1.004,0.763,0.001,0.35,0.668,1.154
I love this shot. A lot more video is coming with Flight 4!,2024-05-06 16:46:00,0,1,0,0,0.9865,0.0033,0.0102,2.838,-0.288,0.001,1.006,1.0,1.13
"Here's my deep dive into why Starliner is seven years late. Although Boeing got $4.2 billion to develop an astronaut capsule and SpaceX only got $2.6 billion, SpaceX finished 4 years sooner. Note, the crew capsule design of Dragon 2 has almost nothing in common with Dragon 1. Too many non-technical managers at Boeing.",2024-05-06 17:13:00,0,0,1,0,0.0209,0.6232,0.3558,-1.256,-0.751,0.001,0.343,0.196,1.197
Most people seem to have a deep innate need for religion,2024-05-06 17:45:00,0,1,0,0,0.0225,0.6961,0.2813,2.303,2.275,0.001,0.585,1.0,4.268
That’s a lot of money. Maybe they have some secret products in development 🤷‍♂️ ?,2024-05-07 18:36:00,0,1,0,0,0.1176,0.243,0.6394,-1.593,-0.776,0.001,0.272,0.0,-1.515
"12.4 has almost completely retrained models. The final touches are for comfort, as it sometimes accelerates or brakes too fast for most people’s taste. 12.5 and 12.6 are in various stages of testing. We’re getting into rare, complex situations, for example: going down a narrow,",2024-05-08 15:57:00,0,1,0,0,0.0612,0.2473,0.6915,-1.463,-2.295,0.002,0.466,0.13,0.068
